,Year,Month,County,Category
195,108,7,桃園市八德區,機車
196,108,11,桃園市八德區,機車
197,109,3,桃園市八德區,機車
198,109,8,桃園市八德區,機車
199,109,10,桃園市八德區,機車
200,110,2,桃園市八德區,機車
201,110,3,桃園市八德區,機車
202,110,8,桃園市八德區,機車
203,110,8,桃園市八德區,機車
204,110,12,桃園市八德區,機車
205,101,5,高雄市三民區,機車
206,101,6,高雄市三民區,機車
207,101,7,高雄市三民區,機車
208,101,11,高雄市三民區,機車
209,101,11,高雄市三民區,機車
210,101,12,高雄市三民區,機車
211,102,6,高雄市三民區,機車
212,102,7,高雄市三民區,機車
213,102,12,高雄市三民區,機車
214,102,12,高雄市三民區,機車
215,103,3,高雄市三民區,機車
216,103,4,高雄市三民區,機車
217,103,6,高雄市三民區,機車
218,103,6,高雄市三民區,機車
219,103,7,高雄市三民區,機車
220,103,7,高雄市三民區,機車
221,103,10,高雄市三民區,機車
222,104,6,高雄市三民區,機車
223,104,10,高雄市三民區,機車
224,104,12,高雄市三民區,機車
225,105,4,高雄市三民區,機車
226,105,10,高雄市三民區,機車
227,105,11,高雄市三民區,機車
228,105,11,高雄市三民區,機車
229,105,11,高雄市三民區,機車
230,105,11,高雄市三民區,機車
231,106,1,高雄市三民區,機車
232,106,5,高雄市三民區,機車
233,106,6,高雄市三民區,機車
234,106,7,高雄市三民區,機車
235,106,10,高雄市三民區,機車
236,107,2,高雄市三民區,機車
237,107,8,高雄市三民區,機車
238,107,10,高雄市三民區,機車
239,107,11,高雄市三民區,機車
240,107,12,高雄市三民區,機車
241,108,1,高雄市三民區,機車
242,108,4,高雄市三民區,機車
243,108,4,高雄市三民區,機車
244,108,7,高雄市三民區,機車
245,108,9,高雄市三民區,機車
246,108,12,高雄市三民區,機車
247,109,1,高雄市三民區,機車
248,109,2,高雄市三民區,機車
249,109,3,高雄市三民區,機車
250,109,4,高雄市三民區,機車
251,109,6,高雄市三民區,機車
252,109,11,高雄市三民區,機車
253,110,3,高雄市三民區,機車
254,110,4,高雄市三民區,機車
255,110,8,高雄市三民區,機車
256,110,10,高雄市三民區,機車
257,110,12,高雄市三民區,機車
258,104,2,屏東縣三地門,機車
259,102,1,新北市三芝區,機車
260,107,4,新北市三芝區,機車
261,107,12,新北市三芝區,機車
262,108,3,新北市三芝區,機車
263,101,11,宜蘭縣三星鄉,機車
264,102,10,宜蘭縣三星鄉,機車
265,102,11,宜蘭縣三星鄉,機車
266,102,12,宜蘭縣三星鄉,機車
267,103,2,宜蘭縣三星鄉,機車
268,103,9,宜蘭縣三星鄉,機車
269,103,11,宜蘭縣三星鄉,機車
270,103,11,宜蘭縣三星鄉,機車
271,103,12,宜蘭縣三星鄉,機車
272,104,8,宜蘭縣三星鄉,機車
273,105,3,宜蘭縣三星鄉,機車
274,105,3,宜蘭縣三星鄉,機車
275,105,7,宜蘭縣三星鄉,機車
276,105,8,宜蘭縣三星鄉,機車
277,105,11,宜蘭縣三星鄉,機車
278,106,4,宜蘭縣三星鄉,機車
279,106,8,宜蘭縣三星鄉,機車
280,106,8,宜蘭縣三星鄉,機車
281,107,8,宜蘭縣三星鄉,機車
282,108,6,宜蘭縣三星鄉,機車
283,108,10,宜蘭縣三星鄉,機車
284,108,12,宜蘭縣三星鄉,機車
285,109,1,宜蘭縣三星鄉,機車
286,109,2,宜蘭縣三星鄉,機車
287,109,4,宜蘭縣三星鄉,機車
288,110,3,宜蘭縣三星鄉,機車
289,110,10,宜蘭縣三星鄉,機車
290,110,11,宜蘭縣三星鄉,機車
291,110,12,宜蘭縣三星鄉,機車
292,101,3,新北市三重區,機車
293,101,5,新北市三重區,機車
294,101,5,新北市三重區,機車
295,101,9,新北市三重區,機車
296,101,11,新北市三重區,機車
297,102,9,新北市三重區,機車
298,102,9,新北市三重區,機車
299,102,10,新北市三重區,機車
300,102,10,新北市三重區,機車
301,103,1,新北市三重區,機車
302,103,10,新北市三重區,機車
303,103,11,新北市三重區,機車
304,105,1,新北市三重區,機車
305,105,5,新北市三重區,機車
306,105,5,新北市三重區,機車
307,105,8,新北市三重區,機車
308,105,9,新北市三重區,機車
309,106,2,新北市三重區,機車
310,106,2,新北市三重區,機車
311,106,8,新北市三重區,機車
312,106,12,新北市三重區,機車
313,107,4,新北市三重區,機車
314,107,6,新北市三重區,機車
315,107,8,新北市三重區,機車
316,107,10,新北市三重區,機車
317,107,11,新北市三重區,機車
318,107,11,新北市三重區,機車
319,108,1,新北市三重區,機車
320,108,3,新北市三重區,機車
321,108,4,新北市三重區,機車
322,108,4,新北市三重區,機車
323,108,5,新北市三重區,機車
324,108,6,新北市三重區,機車
325,108,7,新北市三重區,機車
326,108,9,新北市三重區,機車
327,109,1,新北市三重區,機車
328,109,2,新北市三重區,機車
329,109,3,新北市三重區,機車
330,109,5,新北市三重區,機車
331,109,8,新北市三重區,機車
332,109,10,新北市三重區,機車
333,109,12,新北市三重區,機車
334,110,4,新北市三重區,機車
335,110,5,新北市三重區,機車
336,110,7,新北市三重區,機車
337,110,9,新北市三重區,機車
338,110,9,新北市三重區,機車
339,110,10,新北市三重區,機車
340,110,11,新北市三重區,機車
341,110,12,新北市三重區,機車
342,110,12,新北市三重區,機車
343,101,5,新北市三峽區,機車
344,101,9,新北市三峽區,機車
345,101,10,新北市三峽區,機車
346,101,11,新北市三峽區,機車
347,101,11,新北市三峽區,機車
348,102,8,新北市三峽區,機車
349,102,10,新北市三峽區,機車
350,102,11,新北市三峽區,機車
351,102,11,新北市三峽區,機車
352,104,5,新北市三峽區,機車
353,104,11,新北市三峽區,機車
354,104,11,新北市三峽區,機車
355,105,9,新北市三峽區,機車
356,105,11,新北市三峽區,機車
357,105,12,新北市三峽區,機車
358,106,7,新北市三峽區,機車
359,107,6,新北市三峽區,機車
360,107,12,新北市三峽區,機車
361,107,12,新北市三峽區,機車
362,108,1,新北市三峽區,機車
363,108,5,新北市三峽區,機車
364,108,10,新北市三峽區,機車
365,108,11,新北市三峽區,機車
366,109,2,新北市三峽區,機車
367,109,7,新北市三峽區,機車
368,109,11,新北市三峽區,機車
369,110,9,新北市三峽區,機車
370,110,10,新北市三峽區,機車
371,110,11,新北市三峽區,機車
372,103,4,苗栗縣三義鄉,機車
373,103,5,苗栗縣三義鄉,機車
374,103,12,苗栗縣三義鄉,機車
375,106,2,苗栗縣三義鄉,機車
376,108,8,苗栗縣三義鄉,機車
377,109,8,苗栗縣三義鄉,機車
378,102,4,苗栗縣三灣鄉,機車
379,102,9,苗栗縣三灣鄉,機車
380,108,1,苗栗縣三灣鄉,機車
381,108,5,苗栗縣三灣鄉,機車
382,108,12,苗栗縣三灣鄉,機車
383,109,2,苗栗縣三灣鄉,機車
384,109,4,苗栗縣三灣鄉,機車
385,109,12,苗栗縣三灣鄉,機車
386,110,9,苗栗縣三灣鄉,機車
387,110,9,苗栗縣三灣鄉,機車
388,101,6,臺南市下營區,機車
389,101,1,臺南市下營區,機車
390,101,9,臺南市下營區,機車
391,102,1,臺南市下營區,機車
392,102,12,臺南市下營區,機車
393,103,4,臺南市下營區,機車
394,104,4,臺南市下營區,機車
395,104,9,臺南市下營區,機車
396,105,4,臺南市下營區,機車
397,105,6,臺南市下營區,機車
398,105,6,臺南市下營區,機車
399,106,11,臺南市下營區,機車
400,106,12,臺南市下營區,機車
401,108,3,臺南市下營區,機車
402,109,2,臺南市下營區,機車
403,109,8,臺南市下營區,機車
404,109,11,臺南市下營區,機車
405,110,1,臺南市下營區,機車
406,110,10,臺南市下營區,機車
407,101,1,雲林縣口湖鄉,機車
408,101,3,雲林縣口湖鄉,機車
409,101,7,雲林縣口湖鄉,機車
410,101,11,雲林縣口湖鄉,機車
411,102,4,雲林縣口湖鄉,機車
412,102,7,雲林縣口湖鄉,機車
413,102,9,雲林縣口湖鄉,機車
414,105,1,雲林縣口湖鄉,機車
415,105,7,雲林縣口湖鄉,機車
416,105,8,雲林縣口湖鄉,機車
417,105,11,雲林縣口湖鄉,機車
418,106,5,雲林縣口湖鄉,機車
419,106,7,雲林縣口湖鄉,機車
420,106,11,雲林縣口湖鄉,機車
421,107,5,雲林縣口湖鄉,機車
422,107,8,雲林縣口湖鄉,機車
423,108,1,雲林縣口湖鄉,機車
424,109,10,雲林縣口湖鄉,機車
425,110,3,雲林縣口湖鄉,機車
426,110,4,雲林縣口湖鄉,機車
427,110,6,雲林縣口湖鄉,機車
428,101,3,新北市土城區,機車
429,101,8,新北市土城區,機車
430,101,10,新北市土城區,機車
431,102,1,新北市土城區,機車
432,102,1,新北市土城區,機車
433,102,5,新北市土城區,機車
434,102,9,新北市土城區,機車
435,102,11,新北市土城區,機車
436,103,6,新北市土城區,機車
437,103,9,新北市土城區,機車
438,104,2,新北市土城區,機車
439,104,3,新北市土城區,機車
440,104,7,新北市土城區,機車
441,104,10,新北市土城區,機車
442,104,10,新北市土城區,機車
443,105,4,新北市土城區,機車
444,105,7,新北市土城區,機車
445,106,3,新北市土城區,機車
446,106,4,新北市土城區,機車
447,107,7,新北市土城區,機車
448,107,7,新北市土城區,機車
449,107,12,新北市土城區,機車
450,108,5,新北市土城區,機車
451,108,7,新北市土城區,機車
452,109,1,新北市土城區,機車
453,109,1,新北市土城區,機車
454,109,5,新北市土城區,機車
455,109,11,新北市土城區,機車
456,110,6,新北市土城區,機車
457,110,7,新北市土城區,機車
458,110,8,新北市土城區,機車
459,110,10,新北市土城區,機車
460,101,6,雲林縣土庫鎮,機車
461,102,2,雲林縣土庫鎮,機車
462,102,11,雲林縣土庫鎮,機車
463,103,6,雲林縣土庫鎮,機車
464,103,9,雲林縣土庫鎮,機車
465,103,11,雲林縣土庫鎮,機車
466,103,12,雲林縣土庫鎮,機車
467,104,2,雲林縣土庫鎮,機車
468,104,5,雲林縣土庫鎮,機車
469,104,8,雲林縣土庫鎮,機車
470,105,11,雲林縣土庫鎮,機車
471,106,8,雲林縣土庫鎮,機車
472,106,8,雲林縣土庫鎮,機車
473,106,8,雲林縣土庫鎮,機車
474,106,10,雲林縣土庫鎮,機車
475,107,6,雲林縣土庫鎮,機車
476,107,9,雲林縣土庫鎮,機車
477,107,11,雲林縣土庫鎮,機車
478,108,3,雲林縣土庫鎮,機車
479,108,4,雲林縣土庫鎮,機車
480,108,5,雲林縣土庫鎮,機車
481,108,7,雲林縣土庫鎮,機車
482,108,7,雲林縣土庫鎮,機車
483,108,10,雲林縣土庫鎮,機車
484,109,2,雲林縣土庫鎮,機車
485,109,9,雲林縣土庫鎮,機車
486,110,6,雲林縣土庫鎮,機車
487,110,10,雲林縣土庫鎮,機車
488,110,11,雲林縣土庫鎮,機車
489,110,12,雲林縣土庫鎮,機車
490,101,3,臺北市士林區,機車
491,101,9,臺北市士林區,機車
492,101,10,臺北市士林區,機車
493,101,11,臺北市士林區,機車
494,102,5,臺北市士林區,機車
495,102,7,臺北市士林區,機車
496,102,8,臺北市士林區,機車
497,102,11,臺北市士林區,機車
498,103,1,臺北市士林區,機車
499,103,3,臺北市士林區,機車
500,103,5,臺北市士林區,機車
501,103,6,臺北市士林區,機車
502,103,8,臺北市士林區,機車
503,103,11,臺北市士林區,機車
504,104,7,臺北市士林區,機車
505,105,2,臺北市士林區,機車
506,105,3,臺北市士林區,機車
507,105,4,臺北市士林區,機車
508,105,5,臺北市士林區,機車
509,105,5,臺北市士林區,機車
510,105,7,臺北市士林區,機車
511,105,7,臺北市士林區,機車
512,105,8,臺北市士林區,機車
513,105,9,臺北市士林區,機車
514,105,12,臺北市士林區,機車
515,105,12,臺北市士林區,機車
516,106,2,臺北市士林區,機車
517,106,5,臺北市士林區,機車
518,106,7,臺北市士林區,機車
519,106,12,臺北市士林區,機車
520,107,5,臺北市士林區,機車
521,107,5,臺北市士林區,機車
522,107,6,臺北市士林區,機車
523,107,7,臺北市士林區,機車
524,107,7,臺北市士林區,機車
525,107,9,臺北市士林區,機車
526,107,9,臺北市士林區,機車
527,107,11,臺北市士林區,機車
528,108,1,臺北市士林區,機車
529,108,1,臺北市士林區,機車
530,108,7,臺北市士林區,機車
531,108,12,臺北市士林區,機車
532,109,5,臺北市士林區,機車
533,109,6,臺北市士林區,機車
534,109,10,臺北市士林區,機車
535,110,1,臺北市士林區,機車
536,110,2,臺北市士林區,機車
537,109,3,臺南市大內區,機車
538,101,1,臺中市大甲區,機車
539,101,2,臺中市大甲區,機車
540,101,3,臺中市大甲區,機車
541,102,8,臺中市大甲區,機車
542,102,11,臺中市大甲區,機車
543,102,12,臺中市大甲區,機車
544,103,2,臺中市大甲區,機車
545,104,1,臺中市大甲區,機車
546,104,8,臺中市大甲區,機車
547,104,11,臺中市大甲區,機車
548,104,12,臺中市大甲區,機車
549,105,1,臺中市大甲區,機車
550,105,2,臺中市大甲區,機車
551,106,3,臺中市大甲區,機車
552,107,11,臺中市大甲區,機車
553,108,3,臺中市大甲區,機車
554,108,4,臺中市大甲區,機車
555,108,9,臺中市大甲區,機車
556,108,9,臺中市大甲區,機車
557,108,10,臺中市大甲區,機車
558,109,5,臺中市大甲區,機車
559,109,12,臺中市大甲區,機車
560,110,1,臺中市大甲區,機車
561,110,12,臺中市大甲區,機車
562,102,9,臺北市大同區,機車
563,103,11,臺北市大同區,機車
564,104,12,臺北市大同區,機車
565,105,12,臺北市大同區,機車
566,106,5,臺北市大同區,機車
567,107,3,臺北市大同區,機車
568,107,6,臺北市大同區,機車
569,107,6,臺北市大同區,機車
570,107,8,臺北市大同區,機車
571,108,4,臺北市大同區,機車
572,108,4,臺北市大同區,機車
573,108,7,臺北市大同區,機車
574,109,2,臺北市大同區,機車
575,109,11,臺北市大同區,機車
576,110,3,臺北市大同區,機車
577,110,11,臺北市大同區,機車
578,107,5,宜蘭縣大同鄉,機車
579,108,1,宜蘭縣大同鄉,機車
580,108,2,宜蘭縣大同鄉,機車
581,110,9,宜蘭縣大同鄉,機車
582,101,5,臺北市大安區,機車
583,101,1,臺中市大安區,機車
584,101,2,臺北市大安區,機車
585,101,2,臺北市大安區,機車
586,101,7,臺中市大安區,機車
587,102,1,臺中市大安區,機車
588,102,7,臺中市大安區,機車
589,102,9,臺北市大安區,機車
590,103,8,臺中市大安區,機車
591,103,9,臺北市大安區,機車
592,104,1,臺北市大安區,機車
593,104,3,臺中市大安區,機車
594,104,5,臺北市大安區,機車
595,105,1,臺北市大安區,機車
596,105,7,臺中市大安區,機車
597,106,1,臺北市大安區,機車
598,106,3,臺北市大安區,機車
599,106,4,臺北市大安區,機車
600,106,6,臺北市大安區,機車
601,106,7,臺北市大安區,機車
602,106,11,臺北市大安區,機車
603,107,2,臺北市大安區,機車
604,107,6,臺中市大安區,機車
605,108,1,臺北市大安區,機車
606,108,1,臺中市大安區,機車
607,108,1,臺中市大安區,機車
608,108,4,臺北市大安區,機車
609,108,9,臺北市大安區,機車
610,108,10,臺中市大安區,機車
611,108,11,臺北市大安區,機車
612,108,12,臺中市大安區,機車
613,109,2,臺中市大安區,機車
614,109,6,臺中市大安區,機車
615,109,10,臺北市大安區,機車
616,109,10,臺中市大安區,機車
617,110,1,臺北市大安區,機車
618,110,2,臺中市大安區,機車
619,110,4,臺北市大安區,機車
620,101,3,彰化縣大村鄉,機車
621,101,5,彰化縣大村鄉,機車
622,101,9,彰化縣大村鄉,機車
623,102,5,彰化縣大村鄉,機車
624,103,4,彰化縣大村鄉,機車
625,103,4,彰化縣大村鄉,機車
626,103,9,彰化縣大村鄉,機車
627,103,12,彰化縣大村鄉,機車
628,104,3,彰化縣大村鄉,機車
629,106,3,彰化縣大村鄉,機車
630,108,4,彰化縣大村鄉,機車
631,109,7,彰化縣大村鄉,機車
632,110,1,彰化縣大村鄉,機車
633,110,1,彰化縣大村鄉,機車
634,110,7,彰化縣大村鄉,機車
635,101,5,臺中市大肚區,機車
636,101,5,臺中市大肚區,機車
637,102,8,臺中市大肚區,機車
638,102,10,臺中市大肚區,機車
639,103,6,臺中市大肚區,機車
640,103,7,臺中市大肚區,機車
641,104,2,臺中市大肚區,機車
642,104,5,臺中市大肚區,機車
643,104,9,臺中市大肚區,機車
644,104,9,臺中市大肚區,機車
645,104,12,臺中市大肚區,機車
646,105,12,臺中市大肚區,機車
647,106,12,臺中市大肚區,機車
648,107,1,臺中市大肚區,機車
649,107,6,臺中市大肚區,機車
650,107,9,臺中市大肚區,機車
651,108,9,臺中市大肚區,機車
652,110,1,臺中市大肚區,機車
653,110,1,臺中市大肚區,機車
654,101,4,臺中市大里區,機車
655,101,6,臺中市大里區,機車
656,101,8,臺中市大里區,機車
657,101,11,臺中市大里區,機車
658,101,12,臺中市大里區,機車
659,102,3,臺中市大里區,機車
660,102,6,臺中市大里區,機車
661,102,12,臺中市大里區,機車
662,103,5,臺中市大里區,機車
663,103,5,臺中市大里區,機車
664,103,5,臺中市大里區,機車
665,103,8,臺中市大里區,機車
666,103,10,臺中市大里區,機車
667,104,5,臺中市大里區,機車
668,105,8,臺中市大里區,機車
669,105,11,臺中市大里區,機車
670,106,4,臺中市大里區,機車
671,106,9,臺中市大里區,機車
672,107,11,臺中市大里區,機車
673,108,1,臺中市大里區,機車
674,108,3,臺中市大里區,機車
675,108,4,臺中市大里區,機車
676,108,5,臺中市大里區,機車
677,108,6,臺中市大里區,機車
678,108,9,臺中市大里區,機車
679,108,10,臺中市大里區,機車
680,109,2,臺中市大里區,機車
681,109,3,臺中市大里區,機車
682,109,5,臺中市大里區,機車
683,109,9,臺中市大里區,機車
684,109,9,臺中市大里區,機車
685,109,12,臺中市大里區,機車
686,110,3,臺中市大里區,機車
687,110,5,臺中市大里區,機車
688,110,10,臺中市大里區,機車
689,101,2,嘉義縣大林鎮,機車
690,102,2,嘉義縣大林鎮,機車
691,103,10,嘉義縣大林鎮,機車
692,106,6,嘉義縣大林鎮,機車
693,107,11,嘉義縣大林鎮,機車
694,107,12,嘉義縣大林鎮,機車
695,108,2,嘉義縣大林鎮,機車
696,108,6,嘉義縣大林鎮,機車
697,108,10,嘉義縣大林鎮,機車
698,109,6,嘉義縣大林鎮,機車
699,109,10,嘉義縣大林鎮,機車
700,110,5,嘉義縣大林鎮,機車
701,110,7,嘉義縣大林鎮,機車
702,110,8,嘉義縣大林鎮,機車
703,101,3,臺東縣大武鄉,機車
704,102,2,臺東縣大武鄉,機車
705,102,2,臺東縣大武鄉,機車
706,102,10,臺東縣大武鄉,機車
707,105,2,臺東縣大武鄉,機車
708,106,10,臺東縣大武鄉,機車
709,107,2,臺東縣大武鄉,機車
710,108,1,臺東縣大武鄉,機車
711,108,11,臺東縣大武鄉,機車
712,109,11,臺東縣大武鄉,機車
713,105,8,高雄市大社區,機車
714,107,8,高雄市大社區,機車
715,108,12,高雄市大社區,機車
716,109,4,高雄市大社區,機車
717,109,11,高雄市大社區,機車
718,110,1,高雄市大社區,機車
719,110,3,高雄市大社區,機車
720,101,3,彰化縣大城鄉,機車
721,101,7,彰化縣大城鄉,機車
722,102,10,彰化縣大城鄉,機車
723,103,8,彰化縣大城鄉,機車
724,104,1,彰化縣大城鄉,機車
725,104,11,彰化縣大城鄉,機車
726,105,4,彰化縣大城鄉,機車
727,105,5,彰化縣大城鄉,機車
728,107,6,彰化縣大城鄉,機車
729,108,7,彰化縣大城鄉,機車
730,108,8,彰化縣大城鄉,機車
731,110,2,彰化縣大城鄉,機車
732,101,4,嘉義縣大埔鄉,機車
733,106,7,嘉義縣大埔鄉,機車
734,106,12,嘉義縣大埔鄉,機車
735,107,5,嘉義縣大埔鄉,機車
736,107,11,嘉義縣大埔鄉,機車
737,110,7,嘉義縣大埔鄉,機車
738,110,12,嘉義縣大埔鄉,機車
739,101,6,雲林縣大埤鄉,機車
740,101,12,雲林縣大埤鄉,機車
741,103,12,雲林縣大埤鄉,機車
742,104,4,雲林縣大埤鄉,機車
743,104,7,雲林縣大埤鄉,機車
744,107,7,雲林縣大埤鄉,機車
745,108,4,雲林縣大埤鄉,機車
746,108,7,雲林縣大埤鄉,機車
747,102,7,苗栗縣大湖鄉,機車
748,102,9,苗栗縣大湖鄉,機車
749,104,2,苗栗縣大湖鄉,機車
750,105,2,苗栗縣大湖鄉,機車
751,106,12,苗栗縣大湖鄉,機車
752,109,1,苗栗縣大湖鄉,機車
753,109,2,苗栗縣大湖鄉,機車
754,101,2,臺中市大雅區,機車
755,101,3,臺中市大雅區,機車
756,101,6,臺中市大雅區,機車
757,101,11,臺中市大雅區,機車
758,102,4,臺中市大雅區,機車
759,102,8,臺中市大雅區,機車
760,103,8,臺中市大雅區,機車
761,105,8,臺中市大雅區,機車
762,105,10,臺中市大雅區,機車
763,106,6,臺中市大雅區,機車
764,107,8,臺中市大雅區,機車
